x,y
-1,000000,2,826658
-0,990000,2,858310
-0,980000,2,891043
-0,970000,2,924901
-0,960000,2,959932
-0,950000,2,996187
-0,940000,3,033719
-0,930000,3,072584
-0,920000,3,112843
-0,910000,3,154556
-0,900000,3,197792
-0,890000,3,242620
-0,880000,3,289115
-0,870000,3,337355
-0,860000,3,387424
-0,850000,3,439410
-0,840000,3,493408
-0,830000,3,549518
-0,820000,3,607845
-0,810000,3,668502
-0,800000,3,731610
-0,790000,3,797296
-0,780000,3,865697
-0,770000,3,936959
-0,760000,4,011236
-0,750000,4,088695
-0,740000,4,169514
-0,730000,4,253881
-0,720000,4,342002
-0,710000,4,434095
-0,700000,4,530393
-0,690000,4,631148
-0,680000,4,736632
-0,670000,4,847136
-0,660000,4,962973
-0,650000,5,084484
-0,640000,5,212035
-0,630000,5,346020
-0,620000,5,486870
-0,610000,5,635049
-0,600000,5,791061
-0,590000,5,955455
-0,580000,6,128828
-0,570000,6,311830
-0,560000,6,505172
-0,550000,6,709629
-0,540000,6,926051
-0,530000,7,155370
-0,520000,7,398610
-0,510000,7,656897
-0,500000,7,931475
-0,490000,8,223713
-0,480000,8,535131
-0,470000,8,867411
-0,460000,9,222426
-0,450000,9,602258
-0,440000,10,009234
-0,430000,10,445957
-0,420000,10,915349
-0,410000,11,420693
-0,400000,11,965697
-0,390000,12,554553
-0,380000,13,192019
-0,370000,13,883510
-0,360000,14,635214
-0,350000,15,454223
-0,340000,16,348697
-0,330000,17,328065
-0,320000,18,403266
-0,310000,19,587045
-0,300000,20,894329
-0,290000,22,342683
-0,280000,23,952891
-0,270000,25,749688
-0,260000,27,762694
-0,250000,30,027615
-0,240000,32,587803
-0,230000,35,496307
-0,220000,38,818580
-0,210000,42,636131
-0,200000,47,051475
-0,190000,52,194964
-0,180000,58,234359
-0,170000,65,388453
-0,160000,73,946863
-0,150000,84,299373
-0,140000,96,980476
-0,130000,112,738850
-0,120000,132,649045
-0,110000,158,297446
-0,100000,192,104792
-0,090000,237,913040
-0,080000,302,116436
-0,070000,395,999940
-0,060000,541,017321
-0,050000,782,134563
-0,040000,1227,140788
-0,030000,2191,035992
-0,020000,4952,153495
-0,010000,19902,159763
0,010000,-1,386294
0,020000,-1,177636
0,030000,-1,055579
0,040000,-0,968978
0,050000,-0,901805
0,060000,-0,846921
0,070000,-0,800517
0,080000,-0,760320
0,090000,-0,724864
0,100000,-0,693147
0,110000,-0,664456
0,120000,-0,638263
0,130000,-0,614168
0,140000,-0,591859
0,150000,-0,571090
0,160000,-0,551662
0,170000,-0,533412
0,180000,-0,516206
0,190000,-0,499930
0,200000,-0,484489
0,210000,-0,469802
0,220000,-0,455798
0,230000,-0,442417
0,240000,-0,429605
0,250000,-0,417316
0,260000,-0,405510
0,270000,-0,394149
0,280000,-0,383201
0,290000,-0,372637
0,300000,-0,362432
0,310000,-0,352561
0,320000,-0,343004
0,330000,-0,333741
0,340000,-0,324754
0,350000,-0,316028
0,360000,-0,307548
0,370000,-0,299300
0,380000,-0,291272
0,390000,-0,283452
0,400000,-0,275831
0,410000,-0,268398
0,420000,-0,261144
0,430000,-0,254060
0,440000,-0,247140
0,450000,-0,240375
0,460000,-0,233759
0,470000,-0,227284
0,480000,-0,220947
0,490000,-0,214740
0,500000,-0,208658
0,510000,-0,202697
0,520000,-0,196852
0,530000,-0,191117
0,540000,-0,185491
0,550000,-0,179967
0,560000,-0,174543
0,570000,-0,169215
0,580000,-0,163979
0,590000,-0,158833
0,600000,-0,153774
0,610000,-0,148798
0,620000,-0,143903
0,630000,-0,139087
0,640000,-0,134346
0,650000,-0,129679
0,660000,-0,125083
0,670000,-0,120556
0,680000,-0,116096
0,690000,-0,111701
0,700000,-0,107370
0,710000,-0,103100
0,720000,-0,098890
0,730000,-0,094737
0,740000,-0,090642
0,750000,-0,086601
0,760000,-0,082614
0,770000,-0,078679
0,780000,-0,074794
0,790000,-0,070960
0,800000,-0,067173
0,810000,-0,063433
0,820000,-0,059740
0,830000,-0,056091
0,840000,-0,052486
0,850000,-0,048923
0,860000,-0,045402
0,870000,-0,041922
0,880000,-0,038482
0,890000,-0,035080
0,900000,-0,031717
0,910000,-0,028390
0,920000,-0,025100
0,930000,-0,021846
0,940000,-0,018626
0,950000,-0,015441
0,960000,-0,012289
0,970000,-0,009169
0,980000,-0,006082
0,990000,-0,003026
